UID        PID  PPID   LWP  C NLWP STIME TTY          TIME CMD
jonas     2044  1495  2044  0    3 15:40 ?        00:00:00 /usr/lib/unity-settings-daemon/unity-fallback-mount-helper
jonas     2044  1495  2072  0    3 15:40 ?        00:00:00 /usr/lib/unity-settings-daemon/unity-fallback-mount-helper
jonas     2044  1495  2098  0    3 15:40 ?        00:00:00 /usr/lib/unity-settings-daemon/unity-fallback-mount-helper
jonas     2050  1495  2050  0    3 15:40 ?        00:00:00 nm-applet
jonas     2050  1495  2084  0    3 15:40 ?        00:00:00 nm-applet
jonas     2050  1495  2109  0    3 15:40 ?        00:00:00 nm-applet
jonas     2051  1495  2051  0    5 15:40 ?        00:00:10 nautilus -n
jonas     2051  1495  2141  0    5 15:40 ?        00:00:00 nautilus -n
jonas     2051  1495  2287  0    5 15:40 ?        00:00:00 nautilus -n
jonas     2051  1495  2309  0    5 15:40 ?        00:00:00 nautilus -n
jonas     2051  1495  2443  0    5 18:02 ?        00:00:00 nautilus -n
jonas     2052  1495  2052  0    5 15:40 ?        00:01:02 /usr/bin/python3 /usr/bin/orca
jonas     2052  1495  2224  0    5 15:40 ?        00:00:00 /usr/bin/python3 /usr/bin/orca
jonas     2052  1495  2248  0    5 15:40 ?        00:00:00 /usr/bin/python3 /usr/bin/orca
jonas     2052  1495  2249  0    5 15:40 ?        00:00:00 /usr/bin/python3 /usr/bin/orca
jonas     2052  1495  2357  0    5 15:40 ?        00:00:03 /usr/bin/python3 /usr/bin/orca
jonas     2053  1495  2053  0    9 15:40 ?        00:00:00 /usr/bin/prlcc
jonas     2053  1495  2078  0    9 15:40 ?        00:00:00 /usr/bin/prlcc
jonas     2053  1495  2082  0    9 15:40 ?        00:00:03 /usr/bin/prlcc
jonas     2053  1495  2095  0    9 15:40 ?        00:00:00 /usr/bin/prlcc
jonas     2053  1495  2096  0    9 15:40 ?        00:00:00 /usr/bin/prlcc
jonas     2053  1495  2139  0    9 15:40 ?        00:00:00 /usr/bin/prlcc
jonas     2053  1495  2140  0    9 15:40 ?        00:00:00 /usr/bin/prlcc
jonas     2053  1495  2161  0    9 15:40 ?        00:00:00 /usr/bin/prlcc
jonas     2053  1495 11943  0    9 16:18 ?        00:00:00 /usr/bin/prlcc
jonas     2067  1351  2067  0    2 15:40 ?        00:00:00 /usr/bin/prl_wmouse_d -d
jonas     2067  1351  2099  0    2 15:40 ?        00:00:33 /usr/bin/prl_wmouse_d -d
jonas     2074  2053  2074  0    4 15:40 ?        00:00:00 /usr/bin/prldnd
jonas     2074  2053  2083  0    4 15:40 ?        00:00:03 /usr/bin/prldnd
jonas     2074  2053  2103  0    4 15:40 ?        00:00:00 /usr/bin/prldnd
jonas     2074  2053  2104  0    4 15:40 ?        00:00:00 /usr/bin/prldnd
jonas     2075  2053  2075  0    3 15:40 ?        00:00:00 /usr/bin/prlcp
jonas     2075  2053  2093  0    3 15:40 ?        00:00:00 /usr/bin/prlcp
jonas     2075  2053  2097  0    3 15:40 ?        00:00:00 /usr/bin/prlcp
jonas     2076  2053  2076  0    5 15:40 ?        00:00:00 /usr/bin/prlsga
jonas     2076  2053  2102  0    5 15:40 ?        00:00:03 /usr/bin/prlsga
jonas     2076  2053  2116  0    5 15:40 ?        00:00:00 /usr/bin/prlsga
jonas     2076  2053  2135  0    5 15:40 ?        00:00:00 /usr/bin/prlsga
jonas     2076  2053  2285  0    5 15:40 ?        00:00:02 /usr/bin/prlsga
jonas     2106  1351  2106  0    1 15:40 ?        00:00:00 /usr/lib/x86_64-linux-gnu/gconf/gconfd-2
jonas     2290  1351  2290  0    3 15:40 ?        00:00:00 /usr/lib/gvfs/gvfs-udisks2-volume-monitor
jonas     2290  1351  2291  0    3 15:40 ?        00:00:00 /usr/lib/gvfs/gvfs-udisks2-volume-monitor
jonas     2290  1351  2300  0    3 15:40 ?        00:00:00 /usr/lib/gvfs/gvfs-udisks2-volume-monitor
root      2293     1  2293  0    5 15:40 ?        00:00:00 /usr/lib/udisks2/udisksd --no-debug
root      2293     1  2294  0    5 15:40 ?        00:00:00 /usr/lib/udisks2/udisksd --no-debug
root      2293     1  2296  0    5 15:40 ?        00:00:00 /usr/lib/udisks2/udisksd --no-debug
root      2293     1  2297  0    5 15:40 ?        00:00:00 /usr/lib/udisks2/udisksd --no-debug
root      2293     1  2299  0    5 15:40 ?        00:00:00 /usr/lib/udisks2/udisksd --no-debug
jonas     2315  1351  2315  0    2 15:40 ?        00:00:00 /usr/lib/gvfs/gvfs-mtp-volume-monitor
jonas     2315  1351  2317  0    2 15:40 ?        00:00:00 /usr/lib/gvfs/gvfs-mtp-volume-monitor
jonas     2319  1351  2319  0    3 15:40 ?        00:00:00 /usr/lib/gvfs/gvfs-afc-volume-monitor
jonas     2319  1351  2320  0    3 15:40 ?        00:00:00 /usr/lib/gvfs/gvfs-afc-volume-monitor
jonas     2319  1351  2322  0    3 15:40 ?        00:00:00 /usr/lib/gvfs/gvfs-afc-volume-monitor
jonas     2324  1351  2324  0    2 15:40 ?        00:00:00 /usr/lib/gvfs/gvfs-gphoto2-volume-monitor
jonas     2324  1351  2326  0    2 15:40 ?        00:00:00 /usr/lib/gvfs/gvfs-gphoto2-volume-monitor
jonas     2330  1351  2330  0    3 15:40 ?        00:00:00 /usr/lib/speech-dispatcher-modules/sd_dummy /etc/speech-dispatcher/modules/dummy.conf
jonas     2330  1351  2331  0    3 15:40 ?        00:00:00 /usr/lib/speech-dispatcher-modules/sd_dummy /etc/speech-dispatcher/modules/dummy.conf
jonas     2330  1351  2332  0    3 15:40 ?        00:00:01 /usr/lib/speech-dispatcher-modules/sd_dummy /etc/speech-dispatcher/modules/dummy.conf
jonas     2333  1351  2333  0    5 15:40 ?        00:00:00 /usr/lib/speech-dispatcher-modules/sd_espeak /etc/speech-dispatcher/modules/espeak.conf
jonas     2333  1351  2337  0    5 15:40 ?        00:00:06 /usr/lib/speech-dispatcher-modules/sd_espeak /etc/speech-dispatcher/modules/espeak.conf
jonas     2333  1351  2339  0    5 15:40 ?        00:00:00 /usr/lib/speech-dispatcher-modules/sd_espeak /etc/speech-dispatcher/modules/espeak.conf
jonas     2333  1351  2340  0    5 15:40 ?        00:00:43 /usr/lib/speech-dispatcher-modules/sd_espeak /etc/speech-dispatcher/modules/espeak.conf
jonas     2333  1351  2374  1    5 15:40 ?        00:01:55 /usr/lib/speech-dispatcher-modules/sd_espeak /etc/speech-dispatcher/modules/espeak.conf
jonas     2343  1351  2343  0    3 15:40 ?        00:00:00 /usr/lib/speech-dispatcher-modules/sd_cicero /etc/speech-dispatcher/modules/cicero.conf
jonas     2343  1351  2345  0    3 15:40 ?        00:00:00 /usr/lib/speech-dispatcher-modules/sd_cicero /etc/speech-dispatcher/modules/cicero.conf
jonas     2343  1351  2346  0    3 15:40 ?        00:00:01 /usr/lib/speech-dispatcher-modules/sd_cicero /etc/speech-dispatcher/modules/cicero.conf
jonas     2344  2343  2344  0    1 15:40 ?        00:00:00 [sd_cicero] <defunct>
jonas     2347  1351  2347  0    3 15:40 ?        00:00:00 /usr/lib/speech-dispatcher-modules/sd_generic /etc/speech-dispatcher/modules/generic.conf
jonas     2347  1351  2348  0    3 15:40 ?        00:00:00 /usr/lib/speech-dispatcher-modules/sd_generic /etc/speech-dispatcher/modules/generic.conf
jonas     2347  1351  2352  0    3 15:40 ?        00:00:01 /usr/lib/speech-dispatcher-modules/sd_generic /etc/speech-dispatcher/modules/generic.conf
jonas     2350  1351  2350  0    6 15:40 ?        00:00:00 /usr/lib/gvfs/gvfsd-trash --spawner :1.6 /org/gtk/gvfs/exec_spaw/0
jonas     2350  1351  2351  0    6 15:40 ?        00:00:00 /usr/lib/gvfs/gvfsd-trash --spawner :1.6 /org/gtk/gvfs/exec_spaw/0
jonas     2350  1351  2353  0    6 15:40 ?        00:00:00 /usr/lib/gvfs/gvfsd-trash --spawner :1.6 /org/gtk/gvfs/exec_spaw/0
jonas     2350  1351  2360  0    6 15:40 ?        00:00:00 /usr/lib/gvfs/gvfsd-trash --spawner :1.6 /org/gtk/gvfs/exec_spaw/0
jonas     2350  1351 12167  0    6 16:18 ?        00:00:00 /usr/lib/gvfs/gvfsd-trash --spawner :1.6 /org/gtk/gvfs/exec_spaw/0
jonas     2350  1351 12384  0    6 16:18 ?        00:00:00 /usr/lib/gvfs/gvfsd-trash --spawner :1.6 /org/gtk/gvfs/exec_spaw/0
jonas     2354  1351  2354  0    2 15:40 ?        00:00:01 /usr/bin/speech-dispatcher --spawn --socket-path /run/user/1000/speech-dispatcher/speechd.sock --port 6560 --communication-method unix_socket
jonas     2354  1351  2356  0    2 15:40 ?        00:00:01 /usr/bin/speech-dispatcher --spawn --socket-path /run/user/1000/speech-dispatcher/speechd.sock --port 6560 --communication-method unix_socket
jonas     2379  1351  2379  0    2 15:40 ?        00:00:00 /usr/lib/gvfs/gvfsd-burn --spawner :1.6 /org/gtk/gvfs/exec_spaw/1
jonas     2379  1351  2380  0    2 15:40 ?        00:00:00 /usr/lib/gvfs/gvfsd-burn --spawner :1.6 /org/gtk/gvfs/exec_spaw/1
jonas     2482  1495  2482  0    3 15:40 ?        00:00:00 telepathy-indicator
jonas     2482  1495  2485  0    3 15:40 ?        00:00:00 telepathy-indicator
jonas     2482  1495  2486  0    3 15:40 ?        00:00:00 telepathy-indicator
jonas     2489  1351  2489  0    3 15:40 ?        00:00:00 /usr/lib/telepathy/mission-control-5
jonas     2489  1351  2491  0    3 15:40 ?        00:00:00 /usr/lib/telepathy/mission-control-5
jonas     2489  1351  2493  0    3 15:40 ?        00:00:00 /usr/lib/telepathy/mission-control-5
jonas     2508  3636  2508  0    1 18:03 pts/5    00:00:00 ps -eLf
jonas     2526  1495  2526  0    6 15:40 ?        00:00:00 zeitgeist-datahub
jonas     2526  1495  2529  0    6 15:40 ?        00:00:00 zeitgeist-datahub
jonas     2526  1495  2542  0    6 15:40 ?        00:00:00 zeitgeist-datahub
jonas     2526  1495  2543  0    6 15:40 ?        00:00:00 zeitgeist-datahub
jonas     2526  1495  2544  0    6 15:40 ?        00:00:00 zeitgeist-datahub
jonas     2526  1495  2552  0    6 15:40 ?        00:00:00 zeitgeist-datahub
jonas     2531  1351  2531  0    2 15:40 ?        00:00:00 /usr/bin/zeitgeist-daemon
jonas     2531  1351  2532  0    2 15:40 ?        00:00:00 /usr/bin/zeitgeist-daemon
jonas     2537  1351  2537  0    3 15:40 ?        00:00:00 /usr/lib/x86_64-linux-gnu/zeitgeist-fts
jonas     2537  1351  2549  0    3 15:40 ?        00:00:00 /usr/lib/x86_64-linux-gnu/zeitgeist-fts
jonas     2537  1351  2665  0    3 15:40 ?        00:00:00 /usr/lib/x86_64-linux-gnu/zeitgeist-fts
jonas     2551  2537  2551  0    1 15:40 ?        00:00:00 /bin/cat
root      2601     1  2601  0    1 15:40 ?        00:00:09 /usr/sbin/cupsd -f
jonas     2663  1351  2663  0    7 15:40 ?        00:01:05 gedit /home/jonas/Dokumenter/BOSC/oo3/simple.c
jonas     2663  1351  2666  0    7 15:40 ?        00:00:01 gedit /home/jonas/Dokumenter/BOSC/oo3/simple.c
jonas     2663  1351  2667  0    7 15:40 ?        00:00:00 gedit /home/jonas/Dokumenter/BOSC/oo3/simple.c
jonas     2663  1351  2669  0    7 15:40 ?        00:00:00 gedit /home/jonas/Dokumenter/BOSC/oo3/simple.c
jonas     2663  1351  2670  0    7 15:40 ?        00:00:00 gedit /home/jonas/Dokumenter/BOSC/oo3/simple.c
jonas     2663  1351  2671  0    7 15:40 ?        00:00:00 gedit /home/jonas/Dokumenter/BOSC/oo3/simple.c
jonas     2663  1351  2672  0    7 15:40 ?        00:00:00 gedit /home/jonas/Dokumenter/BOSC/oo3/simple.c
jonas     2740  1495  2740  0    4 15:41 ?        00:00:00 update-notifier
jonas     2740  1495  2743  0    4 15:41 ?        00:00:00 update-notifier
jonas     2740  1495  2744  0    4 15:41 ?        00:00:00 update-notifier
jonas     2740  1495  2745  0    4 15:41 ?        00:00:00 update-notifier
jonas     2938  1495  2938  0    3 15:42 ?        00:00:00 /usr/lib/x86_64-linux-gnu/deja-dup/deja-dup-monitor
jonas     2938  1495  2941  0    3 15:42 ?        00:00:00 /usr/lib/x86_64-linux-gnu/deja-dup/deja-dup-monitor
jonas     2938  1495  2942  0    3 15:42 ?        00:00:00 /usr/lib/x86_64-linux-gnu/deja-dup/deja-dup-monitor
jonas     2999  1351  2999  0    2 15:42 ?        00:00:00 /usr/lib/gvfs/gvfsd-metadata
jonas     2999  1351  3000  0    2 15:42 ?        00:00:00 /usr/lib/gvfs/gvfsd-metadata
jonas     3167  1351  3167  0    4 15:43 ?        00:00:11 gnome-terminal
jonas     3167  1351  3170  0    4 15:43 ?        00:00:00 gnome-terminal
jonas     3167  1351  3171  0    4 15:43 ?        00:00:00 gnome-terminal
jonas     3167  1351  3173  0    4 15:43 ?        00:00:00 gnome-terminal
jonas     3176  3167  3176  0    1 15:43 ?        00:00:00 gnome-pty-helper
jonas     3177  3167  3177  0    1 15:43 pts/3    00:00:00 bash
jonas     3636  3167  3636  0    1 15:45 pts/5    00:00:00 bash
jonas     3920  1351  3920  0    3 15:46 ?        00:00:00 /usr/lib/x86_64-linux-gnu/unity-scope-home/unity-scope-home
jonas     3920  1351  3921  0    3 15:46 ?        00:00:00 /usr/lib/x86_64-linux-gnu/unity-scope-home/unity-scope-home
jonas     3920  1351  3922  0    3 15:46 ?        00:00:00 /usr/lib/x86_64-linux-gnu/unity-scope-home/unity-scope-home
jonas     3935  1351  3935  0    7 15:46 ?        00:00:00 /usr/lib/x86_64-linux-gnu/unity-lens-files/unity-files-daemon
jonas     3935  1351  3936  0    7 15:46 ?        00:00:00 /usr/lib/x86_64-linux-gnu/unity-lens-files/unity-files-daemon
jonas     3935  1351  3937  0    7 15:46 ?        00:00:00 /usr/lib/x86_64-linux-gnu/unity-lens-files/unity-files-daemon
jonas     3935  1351  3941  0    7 15:46 ?        00:00:00 /usr/lib/x86_64-linux-gnu/unity-lens-files/unity-files-daemon
jonas     3935  1351  3942  0    7 15:46 ?        00:00:00 /usr/lib/x86_64-linux-gnu/unity-lens-files/unity-files-daemon
jonas     3935  1351  3943  0    7 15:46 ?        00:00:00 /usr/lib/x86_64-linux-gnu/unity-lens-files/unity-files-daemon
jonas     3935  1351  3945  0    7 15:46 ?        00:00:00 /usr/lib/x86_64-linux-gnu/unity-lens-files/unity-files-daemon
root      4691     2  4691  0    1 15:50 ?        00:00:00 [kworker/1:1]
root      8186     2  8186  0    1 16:05 ?        00:00:00 [kworker/2:2]
root     12095     1 12095  0    4 16:18 ?        00:00:00 NetworkManager
root     12095     1 12096  0    4 16:18 ?        00:00:00 NetworkManager
root     12095     1 12098  0    4 16:18 ?        00:00:00 NetworkManager
root     12095     1 12108  0    4 16:18 ?        00:00:00 NetworkManager
nobody   12175 12095 12175  0    1 16:18 ?        00:00:00 /usr/sbin/dnsmasq --no-resolv --keep-in-foreground --no-hosts --bind-interfaces --pid-file=/run/sendsigs.omit.d/network-manager.dnsmasq.pid --listen-address=127.0.1.1 --conf-file=/var/run/NetworkManager/dnsmasq.conf --cache-size=0 --proxy-dnssec --enable-dbus=org.freedesktop.NetworkManager.dnsmasq --conf-dir=/etc/NetworkManager/dnsmasq.d
avahi    15420     1 15420  0    1 16:33 ?        00:00:00 avahi-daemon: running [jonas-Parallels-Virtual-Platform.local]
avahi    15421 15420 15421  0    1 16:33 ?        00:00:00 avahi-daemon: chroot helper
root     27754 12095 27754  0    1 17:39 ?        00:00:00 /sbin/dhclient -d -sf /usr/lib/NetworkManager/nm-dhcp-client.action -pf /run/sendsigs.omit.d/network-manager.dhclient-eth0.pid -lf /var/lib/NetworkManager/dhclient-797a09b8-4c91-45c8-b1d0-bf63968918df-eth0.lease -cf /var/lib/NetworkManager/dhclient-eth0.conf eth0
root     29279     2 29279  0    1 17:46 ?        00:00:00 [kworker/u64:1]
root     29449     2 29449  0    1 17:47 ?        00:00:00 [kworker/0:0]
root     29707     2 29707  0    1 17:48 ?        00:00:00 [kworker/2:0]
jonas    31027  1351 31027  0    4 17:53 ?        00:00:00 /usr/bin/unity-scope-loader applications/applications.scope applications/scopes.scope commands.scope
jonas    31027  1351 31029  0    4 17:53 ?        00:00:00 /usr/bin/unity-scope-loader applications/applications.scope applications/scopes.scope commands.scope
jonas    31027  1351 31030  0    4 17:53 ?        00:00:00 /usr/bin/unity-scope-loader applications/applications.scope applications/scopes.scope commands.scope
jonas    31027  1351 31050  0    4 17:53 ?        00:00:00 /usr/bin/unity-scope-loader applications/applications.scope applications/scopes.scope commands.scope
root     31331     2 31331  0    1 17:53 ?        00:00:00 [kworker/0:2]
root     31771     2 31771  0    1 17:55 ?        00:00:00 [kworker/1:0]
root     32545     2 32545  0    1 17:56 ?        00:00:00 [kworker/u64:2]
root     32680     2 32680  0    1 17:57 ?        00:00:00 [kworker/u65:2]
